gen	female	male	gen_type	cultivar_name	maturity	city	state	trial	block	yield
H045	F09	M04	experimental	NA	111	Dourados	MS	TRL_DOU_2025	B1	3690.9
H045	F09	M04	experimental	NA	111	Dourados	MS	TRL_DOU_2025	B2	4185
H045	F09	M04	experimental	NA	111	Dourados	MS	TRL_DOU_2025	B3	3929.6
H045	F09	M04	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B1	6903.5
H045	F09	M04	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B2	7708.6
H045	F09	M04	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B3	6970.8
H045	F09	M04	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B1	6460.5
H045	F09	M04	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B2	8490.2
H045	F09	M04	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B3	7912.6
H045	F09	M04	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B1	6327.5
H045	F09	M04	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B2	5968.1
H045	F09	M04	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B3	5055.4
H045	F09	M04	experimental	NA	111	Sorriso	MT	TRL_SOR_2025	B1	6155.6
H045	F09	M04	experimental	NA	111	Sorriso	MT	TRL_SOR_2025	B2	4928.7
H045	F09	M04	experimental	NA	111	Sorriso	MT	TRL_SOR_2025	B3	5955.5
H046	F10	M04	experimental	NA	108	Chapadão do Sul	MS	TRL_CPS_2025	B1	7672.4
H046	F10	M04	experimental	NA	108	Chapadão do Sul	MS	TRL_CPS_2025	B2	7403.3
H046	F10	M04	experimental	NA	108	Chapadão do Sul	MS	TRL_CPS_2025	B3	6455.1
H046	F10	M04	experimental	NA	108	Sinop	MT	TRL_SIN_2025	B1	4775.3
H046	F10	M04	experimental	NA	108	Sinop	MT	TRL_SIN_2025	B2	5429
H046	F10	M04	experimental	NA	108	Sinop	MT	TRL_SIN_2025	B3	3912.7
H047	F11	M04	experimental	NA	101	Dourados	MS	TRL_DOU_2025	B1	5521.1
H047	F11	M04	experimental	NA	101	Dourados	MS	TRL_DOU_2025	B2	5284.9
H047	F11	M04	experimental	NA	101	Dourados	MS	TRL_DOU_2025	B3	4930
H047	F11	M04	experimental	NA	101	Jataí	GO	TRL_JAT_2025	B1	7476.2
H047	F11	M04	experimental	NA	101	Jataí	GO	TRL_JAT_2025	B2	7693.2
H047	F11	M04	experimental	NA	101	Jataí	GO	TRL_JAT_2025	B3	7544.3
H047	F11	M04	experimental	NA	101	Rio Verde	GO	TRL_RVD_2025	B1	7110.8
H047	F11	M04	experimental	NA	101	Rio Verde	GO	TRL_RVD_2025	B2	7493.2
H047	F11	M04	experimental	NA	101	Rio Verde	GO	TRL_RVD_2025	B3	8423.9
H048	F12	M04	experimental	NA	110	Dourados	MS	TRL_DOU_2025	B1	2970.2
H048	F12	M04	experimental	NA	110	Dourados	MS	TRL_DOU_2025	B2	2728.2
H048	F12	M04	experimental	NA	110	Dourados	MS	TRL_DOU_2025	B3	2847.3
H048	F12	M04	experimental	NA	110	Jataí	GO	TRL_JAT_2025	B1	7558.6
H048	F12	M04	experimental	NA	110	Jataí	GO	TRL_JAT_2025	B2	7794.2
H048	F12	M04	experimental	NA	110	Jataí	GO	TRL_JAT_2025	B3	7104
H048	F12	M04	experimental	NA	110	Rio Verde	GO	TRL_RVD_2025	B1	6848.5
H048	F12	M04	experimental	NA	110	Rio Verde	GO	TRL_RVD_2025	B2	6181.4
H048	F12	M04	experimental	NA	110	Rio Verde	GO	TRL_RVD_2025	B3	6679.2
H048	F12	M04	experimental	NA	110	Sinop	MT	TRL_SIN_2025	B1	7768.2
H048	F12	M04	experimental	NA	110	Sinop	MT	TRL_SIN_2025	B2	6658.6
H048	F12	M04	experimental	NA	110	Sinop	MT	TRL_SIN_2025	B3	8037.1
H049	F13	M04	experimental	NA	111	Chapadão do Sul	MS	TRL_CPS_2025	B1	9871
H049	F13	M04	experimental	NA	111	Chapadão do Sul	MS	TRL_CPS_2025	B2	8570.3
H049	F13	M04	experimental	NA	111	Chapadão do Sul	MS	TRL_CPS_2025	B3	9907
H049	F13	M04	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B1	8284.4
H049	F13	M04	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B2	6806.2
H049	F13	M04	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B3	7532.5
H049	F13	M04	experimental	NA	111	Sorriso	MT	TRL_SOR_2025	B1	6414.4
H049	F13	M04	experimental	NA	111	Sorriso	MT	TRL_SOR_2025	B2	6960.6
H049	F13	M04	experimental	NA	111	Sorriso	MT	TRL_SOR_2025	B3	7373.4
H050	F14	M04	experimental	NA	108	Chapadão do Sul	MS	TRL_CPS_2025	B1	8477.7
H050	F14	M04	experimental	NA	108	Chapadão do Sul	MS	TRL_CPS_2025	B2	6670.8
H050	F14	M04	experimental	NA	108	Chapadão do Sul	MS	TRL_CPS_2025	B3	7676.4
H050	F14	M04	experimental	NA	108	Rio Verde	GO	TRL_RVD_2025	B1	8050.3
H050	F14	M04	experimental	NA	108	Rio Verde	GO	TRL_RVD_2025	B2	6843.2
H050	F14	M04	experimental	NA	108	Rio Verde	GO	TRL_RVD_2025	B3	5879.2
H050	F14	M04	experimental	NA	108	Sinop	MT	TRL_SIN_2025	B1	6912.6
H050	F14	M04	experimental	NA	108	Sinop	MT	TRL_SIN_2025	B2	6479.5
H050	F14	M04	experimental	NA	108	Sinop	MT	TRL_SIN_2025	B3	6214.7
H051	F15	M04	experimental	NA	103	Chapadão do Sul	MS	TRL_CPS_2025	B1	6627.3
H051	F15	M04	experimental	NA	103	Chapadão do Sul	MS	TRL_CPS_2025	B2	7016.2
H051	F15	M04	experimental	NA	103	Chapadão do Sul	MS	TRL_CPS_2025	B3	6687.4
H051	F15	M04	experimental	NA	103	Dourados	MS	TRL_DOU_2025	B1	3853.3
H051	F15	M04	experimental	NA	103	Dourados	MS	TRL_DOU_2025	B2	4040.4
H051	F15	M04	experimental	NA	103	Dourados	MS	TRL_DOU_2025	B3	5531.2
H051	F15	M04	experimental	NA	103	Jataí	GO	TRL_JAT_2025	B1	6237.6
H051	F15	M04	experimental	NA	103	Jataí	GO	TRL_JAT_2025	B2	4479.3
H051	F15	M04	experimental	NA	103	Jataí	GO	TRL_JAT_2025	B3	5779.9
H052	F16	M04	experimental	NA	106	Chapadão do Sul	MS	TRL_CPS_2025	B1	9000.9
H052	F16	M04	experimental	NA	106	Chapadão do Sul	MS	TRL_CPS_2025	B2	7658.5
H052	F16	M04	experimental	NA	106	Chapadão do Sul	MS	TRL_CPS_2025	B3	7881.5
H052	F16	M04	experimental	NA	106	Dourados	MS	TRL_DOU_2025	B1	4681.6
H052	F16	M04	experimental	NA	106	Dourados	MS	TRL_DOU_2025	B2	5690.2
H052	F16	M04	experimental	NA	106	Dourados	MS	TRL_DOU_2025	B3	5051.1
H052	F16	M04	experimental	NA	106	Jataí	GO	TRL_JAT_2025	B1	7109.3
H052	F16	M04	experimental	NA	106	Jataí	GO	TRL_JAT_2025	B2	7382.5
H052	F16	M04	experimental	NA	106	Jataí	GO	TRL_JAT_2025	B3	7394.1
H052	F16	M04	experimental	NA	106	Rio Verde	GO	TRL_RVD_2025	B1	7475.3
H052	F16	M04	experimental	NA	106	Rio Verde	GO	TRL_RVD_2025	B2	6851.3
H052	F16	M04	experimental	NA	106	Rio Verde	GO	TRL_RVD_2025	B3	8587.5
H052	F16	M04	experimental	NA	106	Sinop	MT	TRL_SIN_2025	B1	6972.2
H052	F16	M04	experimental	NA	106	Sinop	MT	TRL_SIN_2025	B2	6252.4
H052	F16	M04	experimental	NA	106	Sinop	MT	TRL_SIN_2025	B3	5785.4
H052	F16	M04	experimental	NA	106	Sorriso	MT	TRL_SOR_2025	B1	6432.1
H052	F16	M04	experimental	NA	106	Sorriso	MT	TRL_SOR_2025	B2	7524.6
H052	F16	M04	experimental	NA	106	Sorriso	MT	TRL_SOR_2025	B3	5965.9
H053	F17	M04	experimental	NA	108	Dourados	MS	TRL_DOU_2025	B1	4258.5
H053	F17	M04	experimental	NA	108	Dourados	MS	TRL_DOU_2025	B2	5328.8
H053	F17	M04	experimental	NA	108	Dourados	MS	TRL_DOU_2025	B3	5582
H053	F17	M04	experimental	NA	108	Jataí	GO	TRL_JAT_2025	B1	6323.3
H053	F17	M04	experimental	NA	108	Jataí	GO	TRL_JAT_2025	B2	6322.1
H053	F17	M04	experimental	NA	108	Jataí	GO	TRL_JAT_2025	B3	7175.1
H053	F17	M04	experimental	NA	108	Rio Verde	GO	TRL_RVD_2025	B1	7732.3
H053	F17	M04	experimental	NA	108	Rio Verde	GO	TRL_RVD_2025	B2	6322.6
H053	F17	M04	experimental	NA	108	Rio Verde	GO	TRL_RVD_2025	B3	7727.8
H053	F17	M04	experimental	NA	108	Sorriso	MT	TRL_SOR_2025	B1	5109.7
H053	F17	M04	experimental	NA	108	Sorriso	MT	TRL_SOR_2025	B2	5546.4
H053	F17	M04	experimental	NA	108	Sorriso	MT	TRL_SOR_2025	B3	6675.7
H054	F18	M04	experimental	NA	100	Chapadão do Sul	MS	TRL_CPS_2025	B1	6998.8
H054	F18	M04	experimental	NA	100	Chapadão do Sul	MS	TRL_CPS_2025	B2	7682.6
H054	F18	M04	experimental	NA	100	Chapadão do Sul	MS	TRL_CPS_2025	B3	6855.2
H054	F18	M04	experimental	NA	100	Dourados	MS	TRL_DOU_2025	B1	4516.5
H054	F18	M04	experimental	NA	100	Dourados	MS	TRL_DOU_2025	B2	3743.8
H054	F18	M04	experimental	NA	100	Dourados	MS	TRL_DOU_2025	B3	3904.9
H054	F18	M04	experimental	NA	100	Sinop	MT	TRL_SIN_2025	B1	4792.2
H054	F18	M04	experimental	NA	100	Sinop	MT	TRL_SIN_2025	B2	3520
H054	F18	M04	experimental	NA	100	Sinop	MT	TRL_SIN_2025	B3	3831.8
H054	F18	M04	experimental	NA	100	Sorriso	MT	TRL_SOR_2025	B1	4688.1
H054	F18	M04	experimental	NA	100	Sorriso	MT	TRL_SOR_2025	B2	5521.5
H054	F18	M04	experimental	NA	100	Sorriso	MT	TRL_SOR_2025	B3	3909.9
H055	F13	M05	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B1	7613.7
H055	F13	M05	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B2	7074
H055	F13	M05	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B3	6918.7
H055	F13	M05	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B1	8330.6
H055	F13	M05	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B2	7470.4
H055	F13	M05	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B3	8076.7
H055	F13	M05	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B1	7150.2
H055	F13	M05	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B2	5831.9
H055	F13	M05	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B3	4258.4
H056	F14	M05	experimental	NA	114	Chapadão do Sul	MS	TRL_CPS_2025	B1	6583.3
H056	F14	M05	experimental	NA	114	Chapadão do Sul	MS	TRL_CPS_2025	B2	6336.5
H056	F14	M05	experimental	NA	114	Chapadão do Sul	MS	TRL_CPS_2025	B3	6884.5
H056	F14	M05	experimental	NA	114	Dourados	MS	TRL_DOU_2025	B1	3001.2
H056	F14	M05	experimental	NA	114	Dourados	MS	TRL_DOU_2025	B2	3822.1
H056	F14	M05	experimental	NA	114	Dourados	MS	TRL_DOU_2025	B3	3913.3
H056	F14	M05	experimental	NA	114	Sinop	MT	TRL_SIN_2025	B1	5813.6
H056	F14	M05	experimental	NA	114	Sinop	MT	TRL_SIN_2025	B2	5312.6
H056	F14	M05	experimental	NA	114	Sinop	MT	TRL_SIN_2025	B3	4923
H056	F14	M05	experimental	NA	114	Sorriso	MT	TRL_SOR_2025	B1	6849.8
H056	F14	M05	experimental	NA	114	Sorriso	MT	TRL_SOR_2025	B2	5624.4
H056	F14	M05	experimental	NA	114	Sorriso	MT	TRL_SOR_2025	B3	4776.5
H057	F15	M05	experimental	NA	105	Chapadão do Sul	MS	TRL_CPS_2025	B1	5309.1
H057	F15	M05	experimental	NA	105	Chapadão do Sul	MS	TRL_CPS_2025	B2	5583.4
H057	F15	M05	experimental	NA	105	Chapadão do Sul	MS	TRL_CPS_2025	B3	7133.8
H057	F15	M05	experimental	NA	105	Dourados	MS	TRL_DOU_2025	B1	4402.6
H057	F15	M05	experimental	NA	105	Dourados	MS	TRL_DOU_2025	B2	3445.8
H057	F15	M05	experimental	NA	105	Dourados	MS	TRL_DOU_2025	B3	4180.2
H057	F15	M05	experimental	NA	105	Rio Verde	GO	TRL_RVD_2025	B1	5558.4
H057	F15	M05	experimental	NA	105	Rio Verde	GO	TRL_RVD_2025	B2	4861.3
H057	F15	M05	experimental	NA	105	Rio Verde	GO	TRL_RVD_2025	B3	5893.1
H057	F15	M05	experimental	NA	105	Sorriso	MT	TRL_SOR_2025	B1	6320.3
H057	F15	M05	experimental	NA	105	Sorriso	MT	TRL_SOR_2025	B2	5695.2
H057	F15	M05	experimental	NA	105	Sorriso	MT	TRL_SOR_2025	B3	3744.5
H058	F16	M05	experimental	NA	111	Chapadão do Sul	MS	TRL_CPS_2025	B1	6631.9
H058	F16	M05	experimental	NA	111	Chapadão do Sul	MS	TRL_CPS_2025	B2	6330.1
H058	F16	M05	experimental	NA	111	Chapadão do Sul	MS	TRL_CPS_2025	B3	6876.8
H058	F16	M05	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B1	5328.4
H058	F16	M05	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B2	6382
H058	F16	M05	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B3	4594.6
H058	F16	M05	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B1	7355.2
H058	F16	M05	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B2	6157
H058	F16	M05	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B3	6279.7
H058	F16	M05	experimental	NA	111	Sorriso	MT	TRL_SOR_2025	B1	5949.9
H058	F16	M05	experimental	NA	111	Sorriso	MT	TRL_SOR_2025	B2	6664
H058	F16	M05	experimental	NA	111	Sorriso	MT	TRL_SOR_2025	B3	5427
H059	F17	M05	experimental	NA	113	Chapadão do Sul	MS	TRL_CPS_2025	B1	7412
H059	F17	M05	experimental	NA	113	Chapadão do Sul	MS	TRL_CPS_2025	B2	6191.6
H059	F17	M05	experimental	NA	113	Chapadão do Sul	MS	TRL_CPS_2025	B3	6987.9
H059	F17	M05	experimental	NA	113	Jataí	GO	TRL_JAT_2025	B1	4980.4
H059	F17	M05	experimental	NA	113	Jataí	GO	TRL_JAT_2025	B2	6354.7
H059	F17	M05	experimental	NA	113	Jataí	GO	TRL_JAT_2025	B3	7220.9
H059	F17	M05	experimental	NA	113	Rio Verde	GO	TRL_RVD_2025	B1	7445.9
H059	F17	M05	experimental	NA	113	Rio Verde	GO	TRL_RVD_2025	B2	5994.9
H059	F17	M05	experimental	NA	113	Rio Verde	GO	TRL_RVD_2025	B3	6399.1
H060	F18	M05	experimental	NA	106	Chapadão do Sul	MS	TRL_CPS_2025	B1	5349.4
H060	F18	M05	experimental	NA	106	Chapadão do Sul	MS	TRL_CPS_2025	B2	4463.5
H060	F18	M05	experimental	NA	106	Chapadão do Sul	MS	TRL_CPS_2025	B3	6564.1
H060	F18	M05	experimental	NA	106	Dourados	MS	TRL_DOU_2025	B1	763.4
H060	F18	M05	experimental	NA	106	Dourados	MS	TRL_DOU_2025	B2	1603.8
H060	F18	M05	experimental	NA	106	Dourados	MS	TRL_DOU_2025	B3	1898
H060	F18	M05	experimental	NA	106	Jataí	GO	TRL_JAT_2025	B1	5946
H060	F18	M05	experimental	NA	106	Jataí	GO	TRL_JAT_2025	B2	6193.8
H060	F18	M05	experimental	NA	106	Jataí	GO	TRL_JAT_2025	B3	6003.4
H060	F18	M05	experimental	NA	106	Sorriso	MT	TRL_SOR_2025	B1	7550.1
H060	F18	M05	experimental	NA	106	Sorriso	MT	TRL_SOR_2025	B2	8523.5
H060	F18	M05	experimental	NA	106	Sorriso	MT	TRL_SOR_2025	B3	7123.6
H061	F19	M05	experimental	NA	108	Dourados	MS	TRL_DOU_2025	B1	2944.9
H061	F19	M05	experimental	NA	108	Dourados	MS	TRL_DOU_2025	B2	2997.6
H061	F19	M05	experimental	NA	108	Dourados	MS	TRL_DOU_2025	B3	3762.3
H061	F19	M05	experimental	NA	108	Sorriso	MT	TRL_SOR_2025	B1	6155.2
H061	F19	M05	experimental	NA	108	Sorriso	MT	TRL_SOR_2025	B2	6520.3
H061	F19	M05	experimental	NA	108	Sorriso	MT	TRL_SOR_2025	B3	6351
H062	F20	M05	experimental	NA	117	Dourados	MS	TRL_DOU_2025	B1	6588.6
H062	F20	M05	experimental	NA	117	Dourados	MS	TRL_DOU_2025	B2	6543.3
H062	F20	M05	experimental	NA	117	Dourados	MS	TRL_DOU_2025	B3	6698.6
H062	F20	M05	experimental	NA	117	Jataí	GO	TRL_JAT_2025	B1	7688.9
H062	F20	M05	experimental	NA	117	Jataí	GO	TRL_JAT_2025	B2	8408.2
H062	F20	M05	experimental	NA	117	Jataí	GO	TRL_JAT_2025	B3	7279.2
H062	F20	M05	experimental	NA	117	Sinop	MT	TRL_SIN_2025	B1	5146
H062	F20	M05	experimental	NA	117	Sinop	MT	TRL_SIN_2025	B2	4382.5
H062	F20	M05	experimental	NA	117	Sinop	MT	TRL_SIN_2025	B3	4330.3
H062	F20	M05	experimental	NA	117	Sorriso	MT	TRL_SOR_2025	B1	4114.3
H062	F20	M05	experimental	NA	117	Sorriso	MT	TRL_SOR_2025	B2	4257.9
H062	F20	M05	experimental	NA	117	Sorriso	MT	TRL_SOR_2025	B3	4662
CHK01	NA	NA	check	BRS 4510 VIP3	112	Chapadão do Sul	MS	TRL_CPS_2025	B1	7224.5
CHK01	NA	NA	check	BRS 4510 VIP3	112	Chapadão do Sul	MS	TRL_CPS_2025	B2	7142.4
CHK01	NA	NA	check	BRS 4510 VIP3	112	Chapadão do Sul	MS	TRL_CPS_2025	B3	7011.1
CHK01	NA	NA	check	BRS 4510 VIP3	112	Rio Verde	GO	TRL_RVD_2025	B1	6555.6
CHK01	NA	NA	check	BRS 4510 VIP3	112	Rio Verde	GO	TRL_RVD_2025	B2	6607.6
CHK01	NA	NA	check	BRS 4510 VIP3	112	Rio Verde	GO	TRL_RVD_2025	B3	6152
CHK01	NA	NA	check	BRS 4510 VIP3	112	Jataí	GO	TRL_JAT_2025	B1	6033.9
CHK01	NA	NA	check	BRS 4510 VIP3	112	Jataí	GO	TRL_JAT_2025	B2	8434.5
CHK01	NA	NA	check	BRS 4510 VIP3	112	Jataí	GO	TRL_JAT_2025	B3	6998.7
CHK01	NA	NA	check	BRS 4510 VIP3	112	Sorriso	MT	TRL_SOR_2025	B1	6134.9
CHK01	NA	NA	check	BRS 4510 VIP3	112	Sorriso	MT	TRL_SOR_2025	B2	6544.5
CHK01	NA	NA	check	BRS 4510 VIP3	112	Sorriso	MT	TRL_SOR_2025	B3	6905.2
CHK01	NA	NA	check	BRS 4510 VIP3	112	Sinop	MT	TRL_SIN_2025	B1	6513.7
CHK01	NA	NA	check	BRS 4510 VIP3	112	Sinop	MT	TRL_SIN_2025	B2	5947.9
CHK01	NA	NA	check	BRS 4510 VIP3	112	Sinop	MT	TRL_SIN_2025	B3	4685.6
CHK01	NA	NA	check	BRS 4510 VIP3	112	Dourados	MS	TRL_DOU_2025	B1	4547.8
CHK01	NA	NA	check	BRS 4510 VIP3	112	Dourados	MS	TRL_DOU_2025	B2	5752
CHK01	NA	NA	check	BRS 4510 VIP3	112	Dourados	MS	TRL_DOU_2025	B3	5006.3
CHK02	NA	NA	check	DKX 389 PRO4	118	Chapadão do Sul	MS	TRL_CPS_2025	B1	8104.4
CHK02	NA	NA	check	DKX 389 PRO4	118	Chapadão do Sul	MS	TRL_CPS_2025	B2	7460.8
CHK02	NA	NA	check	DKX 389 PRO4	118	Chapadão do Sul	MS	TRL_CPS_2025	B3	8157.7
CHK02	NA	NA	check	DKX 389 PRO4	118	Rio Verde	GO	TRL_RVD_2025	B1	8566.7
CHK02	NA	NA	check	DKX 389 PRO4	118	Rio Verde	GO	TRL_RVD_2025	B2	7250
CHK02	NA	NA	check	DKX 389 PRO4	118	Rio Verde	GO	TRL_RVD_2025	B3	6166.9
CHK02	NA	NA	check	DKX 389 PRO4	118	Jataí	GO	TRL_JAT_2025	B1	6523.2
CHK02	NA	NA	check	DKX 389 PRO4	118	Jataí	GO	TRL_JAT_2025	B2	6395.3
CHK02	NA	NA	check	DKX 389 PRO4	118	Jataí	GO	TRL_JAT_2025	B3	6752.4
CHK02	NA	NA	check	DKX 389 PRO4	118	Sorriso	MT	TRL_SOR_2025	B1	6302.4
CHK02	NA	NA	check	DKX 389 PRO4	118	Sorriso	MT	TRL_SOR_2025	B2	7572.5
CHK02	NA	NA	check	DKX 389 PRO4	118	Sorriso	MT	TRL_SOR_2025	B3	6630.3
CHK02	NA	NA	check	DKX 389 PRO4	118	Sinop	MT	TRL_SIN_2025	B1	6323
CHK02	NA	NA	check	DKX 389 PRO4	118	Sinop	MT	TRL_SIN_2025	B2	5468.3
CHK02	NA	NA	check	DKX 389 PRO4	118	Sinop	MT	TRL_SIN_2025	B3	6881.9
CHK02	NA	NA	check	DKX 389 PRO4	118	Dourados	MS	TRL_DOU_2025	B1	4729.8
CHK02	NA	NA	check	DKX 389 PRO4	118	Dourados	MS	TRL_DOU_2025	B2	5383.1
CHK02	NA	NA	check	DKX 389 PRO4	118	Dourados	MS	TRL_DOU_2025	B3	4812.4
CHK03	NA	NA	check	AGX 917 VIP3	107	Chapadão do Sul	MS	TRL_CPS_2025	B1	7117.1
CHK03	NA	NA	check	AGX 917 VIP3	107	Chapadão do Sul	MS	TRL_CPS_2025	B2	7044.5
CHK03	NA	NA	check	AGX 917 VIP3	107	Chapadão do Sul	MS	TRL_CPS_2025	B3	8173.5
CHK03	NA	NA	check	AGX 917 VIP3	107	Rio Verde	GO	TRL_RVD_2025	B1	8201.3
CHK03	NA	NA	check	AGX 917 VIP3	107	Rio Verde	GO	TRL_RVD_2025	B2	6621.3
CHK03	NA	NA	check	AGX 917 VIP3	107	Rio Verde	GO	TRL_RVD_2025	B3	6975.3
CHK03	NA	NA	check	AGX 917 VIP3	107	Jataí	GO	TRL_JAT_2025	B1	7974.3
CHK03	NA	NA	check	AGX 917 VIP3	107	Jataí	GO	TRL_JAT_2025	B2	8572.8
CHK03	NA	NA	check	AGX 917 VIP3	107	Jataí	GO	TRL_JAT_2025	B3	7350.2
CHK03	NA	NA	check	AGX 917 VIP3	107	Sorriso	MT	TRL_SOR_2025	B1	6061.9
CHK03	NA	NA	check	AGX 917 VIP3	107	Sorriso	MT	TRL_SOR_2025	B2	6972.7
CHK03	NA	NA	check	AGX 917 VIP3	107	Sorriso	MT	TRL_SOR_2025	B3	6326.8
CHK03	NA	NA	check	AGX 917 VIP3	107	Sinop	MT	TRL_SIN_2025	B1	5812.8
CHK03	NA	NA	check	AGX 917 VIP3	107	Sinop	MT	TRL_SIN_2025	B2	6670.1
CHK03	NA	NA	check	AGX 917 VIP3	107	Sinop	MT	TRL_SIN_2025	B3	3889.1
CHK03	NA	NA	check	AGX 917 VIP3	107	Dourados	MS	TRL_DOU_2025	B1	5509.8
CHK03	NA	NA	check	AGX 917 VIP3	107	Dourados	MS	TRL_DOU_2025	B2	5498.5
CHK03	NA	NA	check	AGX 917 VIP3	107	Dourados	MS	TRL_DOU_2025	B3	5459.1
CHK04	NA	NA	check	BRS 4071 PWR	120	Chapadão do Sul	MS	TRL_CPS_2025	B1	8308.4
CHK04	NA	NA	check	BRS 4071 PWR	120	Chapadão do Sul	MS	TRL_CPS_2025	B2	7237.5
CHK04	NA	NA	check	BRS 4071 PWR	120	Chapadão do Sul	MS	TRL_CPS_2025	B3	7767.4
CHK04	NA	NA	check	BRS 4071 PWR	120	Rio Verde	GO	TRL_RVD_2025	B1	7371.1
CHK04	NA	NA	check	BRS 4071 PWR	120	Rio Verde	GO	TRL_RVD_2025	B2	6606.2
CHK04	NA	NA	check	BRS 4071 PWR	120	Rio Verde	GO	TRL_RVD_2025	B3	8131.5
CHK04	NA	NA	check	BRS 4071 PWR	120	Jataí	GO	TRL_JAT_2025	B1	5613.6
CHK04	NA	NA	check	BRS 4071 PWR	120	Jataí	GO	TRL_JAT_2025	B2	7529.7
CHK04	NA	NA	check	BRS 4071 PWR	120	Jataí	GO	TRL_JAT_2025	B3	7461.2
CHK04	NA	NA	check	BRS 4071 PWR	120	Sorriso	MT	TRL_SOR_2025	B1	6845.9
CHK04	NA	NA	check	BRS 4071 PWR	120	Sorriso	MT	TRL_SOR_2025	B2	7169.6
CHK04	NA	NA	check	BRS 4071 PWR	120	Sorriso	MT	TRL_SOR_2025	B3	7908.9
CHK04	NA	NA	check	BRS 4071 PWR	120	Sinop	MT	TRL_SIN_2025	B1	6310.6
CHK04	NA	NA	check	BRS 4071 PWR	120	Sinop	MT	TRL_SIN_2025	B2	6419.9
CHK04	NA	NA	check	BRS 4071 PWR	120	Sinop	MT	TRL_SIN_2025	B3	6011
CHK04	NA	NA	check	BRS 4071 PWR	120	Dourados	MS	TRL_DOU_2025	B1	5862.9
CHK04	NA	NA	check	BRS 4071 PWR	120	Dourados	MS	TRL_DOU_2025	B2	5032.4
CHK04	NA	NA	check	BRS 4071 PWR	120	Dourados	MS	TRL_DOU_2025	B3	5245
CHK05	NA	NA	check	NVX 632 PRO4	115	Chapadão do Sul	MS	TRL_CPS_2025	B1	7370.2
CHK05	NA	NA	check	NVX 632 PRO4	115	Chapadão do Sul	MS	TRL_CPS_2025	B2	6349
CHK05	NA	NA	check	NVX 632 PRO4	115	Chapadão do Sul	MS	TRL_CPS_2025	B3	6164.3
CHK05	NA	NA	check	NVX 632 PRO4	115	Rio Verde	GO	TRL_RVD_2025	B1	6787.2
CHK05	NA	NA	check	NVX 632 PRO4	115	Rio Verde	GO	TRL_RVD_2025	B2	6869.5
CHK05	NA	NA	check	NVX 632 PRO4	115	Rio Verde	GO	TRL_RVD_2025	B3	6614.1
CHK05	NA	NA	check	NVX 632 PRO4	115	Jataí	GO	TRL_JAT_2025	B1	6718.8
CHK05	NA	NA	check	NVX 632 PRO4	115	Jataí	GO	TRL_JAT_2025	B2	7207.1
CHK05	NA	NA	check	NVX 632 PRO4	115	Jataí	GO	TRL_JAT_2025	B3	7801
CHK05	NA	NA	check	NVX 632 PRO4	115	Sorriso	MT	TRL_SOR_2025	B1	5477.9
CHK05	NA	NA	check	NVX 632 PRO4	115	Sorriso	MT	TRL_SOR_2025	B2	8114
CHK05	NA	NA	check	NVX 632 PRO4	115	Sorriso	MT	TRL_SOR_2025	B3	6654.9
CHK05	NA	NA	check	NVX 632 PRO4	115	Sinop	MT	TRL_SIN_2025	B1	6494.1
CHK05	NA	NA	check	NVX 632 PRO4	115	Sinop	MT	TRL_SIN_2025	B2	4466.8
CHK05	NA	NA	check	NVX 632 PRO4	115	Sinop	MT	TRL_SIN_2025	B3	6172.5
CHK05	NA	NA	check	NVX 632 PRO4	115	Dourados	MS	TRL_DOU_2025	B1	4697
CHK05	NA	NA	check	NVX 632 PRO4	115	Dourados	MS	TRL_DOU_2025	B2	4579.3
CHK05	NA	NA	check	NVX 632 PRO4	115	Dourados	MS	TRL_DOU_2025	B3	4444.6
CHK06	NA	NA	check	SYX 284 VIP3	110	Chapadão do Sul	MS	TRL_CPS_2025	B1	7800.7
